,transcript_position,gene_ENSEMBL,gene_position,C001_L-92,C001_L-44,C001_L-3,C001_R+1,C002_L-92,C002_L-44,C002_L-3,C002_R+1,C003_L-92,C003_L-44,C003_L-3,C003_R+1,C004_L-92,C004_L-44,C004_L-3,C004_R+1,I4-FP1_methylKit p-value,I4-FP1_methylKit q-value,"I4-FP1_methylKit methylation difference, %"
ENST00000381323.7,3539,ENSG00000197872.11,3539,,,,,,,,,,,0.011769092,,,,0.00948373,0.005118227,1.0,1.0,0.72247727854682
ENST00000381323.7,3580,ENSG00000197872.11,3580,,,,,,,,,,,0.049714375,,,,0.43593654,0.029000675,1.0,1.0,0.179145189091222
ENST00000381323.7,3603,ENSG00000197872.11,3603,,,,,,,,,,,0.22181249,,,,0.3940375,0.14279035,1.0,1.0,0.695576937494145
ENST00000381323.7,3667,ENSG00000197872.11,3667,,,,,,,,,,,0.041580558,,,,0.1321055,0.14929315,1.0,1.0,2.57867243437582
ENST00000381323.7,3675,ENSG00000197872.11,3675,,,,,,,,,,,0.09615886,,,,0.055538487,0.06309034,1.0,1.0,1.24768839892763
ENST00000381323.7,3696,ENSG00000197872.11,3696,,,,,,,,,,,0.037831463,,,,0.009157705,0.013733315,1.0,1.0,0.876796648112603
ENST00000381323.7,372,ENSG00000197872.11,372,,,,,,,,,,,0.09759299,,,,,,1.0,1.0,0.0
ENST00000381323.7,3739,ENSG00000197872.11,3739,,,,,,,,,,,0.039575864,,,,0.02980256,0.03208947,1.0,1.0,1.38758427259748
ENST00000381323.7,3752,ENSG00000197872.11,3752,,,,,,,,,,,0.0037965775,,,,0.02624179,0.0019499182,1.0,1.0,0.194742760238218
ENST00000381323.7,3785,ENSG00000197872.11,3785,,,,,,,,,,,0.13006279,,,,0.10088601,0.13223264,1.0,1.0,1.71768772992109
ENST00000381323.7,3881,ENSG00000197872.11,3881,,,,0.055421628,,,,,,,0.22163574,,,,0.58286077,0.27544478,1.0,1.0,1.23381420759674
ENST00000381323.7,3934,ENSG00000197872.11,3934,,,,0.038783003,,,,,,,0.07980466,,,,0.011947393,0.026129305,1.0,1.0,2.12242579465769
ENST00000381323.7,3973,ENSG00000197872.11,3973,,,,,,,,,,,0.012974203,,,,,0.04110966,1.0,1.0,9.50570759529506
ENST00000381323.7,4121,ENSG00000197872.11,4121,,,,,,,,,,,,,,,,0.013476228,1.0,1.0,
ENST00000381323.7,4140,ENSG00000197872.11,4140,,,,,,,,,,,,,,,,0.014467776,1.0,1.0,
ENST00000381323.7,4182,ENSG00000197872.11,4182,,,,,,,,,,,,,,,,0.0018265486,1.0,1.0,
ENST00000381323.7,4216,ENSG00000197872.11,4216,,,,,,,,,,,0.018484771,,,,,0.027177762,1.0,1.0,4.41083560083054
ENST00000381323.7,4227,ENSG00000197872.11,4227,,,,,,,,,,,0.0042170165,,,,,0.015170276,1.0,1.0,10.7921863715733
ENST00000381323.7,4276,ENSG00000197872.11,4276,,,,,,,,,,,0.23671255,,,,,,1.0,1.0,0.0
ENST00000381323.7,4289,ENSG00000197872.11,4289,,,,,,,,,,,0.11788446,,,,,0.52947456,1.0,1.0,13.4744111310345
ENST00000381323.7,432,ENSG00000197872.11,432,,,,,,,,,,,0.17527658,,,,,,1.0,1.0,0.0
ENST00000381323.7,4400,ENSG00000197872.11,4400,,,,,,,,,,,0.30991578,,,,,0.44693804,1.0,1.0,4.32638221906609
ENST00000381323.7,4460,ENSG00000197872.11,4460,,,,,,,,,,,0.02323004,,,,,0.079546496,1.0,1.0,10.2728832150095
ENST00000381323.7,4490,ENSG00000197872.11,4490,,,,,,,,,,,0.008191681,,,,,0.015655553,1.0,1.0,5.73345800452922
ENST00000381323.7,4498,ENSG00000197872.11,4498,,,,,,,,,,,0.22341609,,,,,0.34138414,1.0,1.0,4.58405847134823
ENST00000381323.7,4536,ENSG00000197872.11,4536,,,,,,,,,,,0.06740536,,,,,,1.0,1.0,0.0
ENST00000381323.7,514,ENSG00000197872.11,514,,,,,,,,,,,0.14122555,,,,,0.15504506,1.0,1.0,3.29356253170902
ENST00000381323.7,592,ENSG00000197872.11,592,,,,,,,,,,,0.1749734,,,,,,1.0,1.0,0.0
ENST00000381323.7,663,ENSG00000197872.11,663,,,,,,,,,,,0.23906562,,,,,0.27251214,1.0,1.0,3.4197155575946
ENST00000381323.7,681,ENSG00000197872.11,681,,,,,,,,,,,0.37063855,,,,,,1.0,1.0,0.0
ENST00000381323.7,701,ENSG00000197872.11,701,,,,,,,,,,,0.05737437,,,,,0.02945236,1.0,1.0,1.54000958964778
ENST00000381323.7,738,ENSG00000197872.11,738,,,,,,,,,,,0.038329422,,,,,0.09782313,1.0,1.0,7.65650444715811
ENST00000381323.7,76,ENSG00000197872.11,76,,,,,,,,,,,0.24430966,,,,,,1.0,1.0,0.0
ENST00000381323.7,815,ENSG00000197872.11,815,,,,,,,,,,,0.00426898,,,,,0.016568756,1.0,1.0,11.6435935516212
ENST00000381323.7,852,ENSG00000197872.11,852,,,,,,,,,,,0.0026139976,,,,0.0056856396,0.00308367,1.0,1.0,1.11462823941268
ENST00000381323.7,857,ENSG00000197872.11,857,,,,,,,,,,,0.042505573,,,,0.06757768,0.24101262,1.0,1.0,6.56810041759939
ENST00000381323.7,873,ENSG00000197872.11,873,,,,,,,,,,,0.2907327,,,,,0.27275342,1.0,1.0,2.81447618379356
ENST00000381323.7,882,ENSG00000197872.11,882,,,,,,,,,,,0.067654,,,,,0.3293399,1.0,1.0,14.6040101102669
ENST00000381323.7,899,ENSG00000197872.11,899,,,,,,,,,,,0.09513278,,,,0.0040371777,,1.0,1.0,0.0
ENST00000381323.7,926,ENSG00000197872.11,926,,,,,,,,,,,0.03702272,,,,0.095570825,0.082989894,1.0,1.0,1.87769081820687
ENST00000381323.7,962,ENSG00000197872.11,962,,,,,,,,,,,0.027735889,,,,,0.029156577,1.0,1.0,3.15366603176123
ENST00000381334.10,1026,ENSG00000134851.13,1026,,,,,,,,,,,,,,,,0.24541101,1.0,1.0,
ENST00000381334.10,1052,ENSG00000134851.13,1052,,,,,,,,,,,,,,,,0.33170915,1.0,1.0,
ENST00000381334.10,1127,ENSG00000134851.13,1127,,,,,,,,,,,,,,,,0.54714036,1.0,1.0,
ENST00000381334.10,1133,ENSG00000134851.13,1133,,,,,,,,,,,,,,,,0.29821613,1.0,1.0,
ENST00000381334.10,1207,ENSG00000134851.13,1207,,,,,,,,,,,,,,,,0.031420685,1.0,1.0,
ENST00000381334.10,1332,ENSG00000134851.13,1332,,,,,,,,,,,0.0712897,,,,,0.20985672,1.0,1.0,8.83115176526202
ENST00000381334.10,1375,ENSG00000134851.13,1375,,,,,,,,,,,0.0038627863,,,,,0.013860857,1.0,1.0,10.7649162471141
ENST00000381334.10,1394,ENSG00000134851.13,1394,,,,,,,,,,,0.00027165413,,,,,0.005452907,1.0,1.0,60.2189298576097
ENST00000381334.10,1399,ENSG00000134851.13,1399,,,,,,,,,,,,,,,,0.73812723,1.0,1.0,
ENST00000381334.10,1473,ENSG00000134851.13,1473,,,,,,,,,,,,,,,0.9581095,0.79120475,1.0,1.0,2.47739350251719
ENST00000381334.10,1518,ENSG00000134851.13,1518,,,,,,,,,,,0.50978076,,,,0.36834383,0.36605626,1.0,1.0,1.25058424795962
ENST00000381334.10,1626,ENSG00000134851.13,1626,,,,,,,,,,,0.008725238,,,,0.015845895,0.029534673,1.0,1.0,3.60602089451878
ENST00000381334.10,1646,ENSG00000134851.13,1646,,,,,,,0.030258512,,,,0.01592499,,,,,0.044102717,1.0,1.0,2.86483582384029
ENST00000381334.10,1675,ENSG00000134851.13,1675,,,,,,,,,,,0.010396373,,,,,0.023777079,1.0,1.0,6.8611656199715
ENST00000381334.10,1696,ENSG00000134851.13,1696,,,,,,,0.003042233,,,,0.009034216,,,,0.008554566,0.02052468,1.0,1.0,2.98453760030711
ENST00000381334.10,1725,ENSG00000134851.13,1725,,,,,,,0.0525977,,,,0.01639874,,,,,0.028312122,1.0,1.0,1.23102533985811
ENST00000381334.10,1741,ENSG00000134851.13,1741,,,,,,,0.61343336,,,,0.67872983,,,,0.38563198,0.5874731,1.0,1.0,1.05043770033024
ENST00000381334.10,1787,ENSG00000134851.13,1787,,,,,,,0.094474055,,,,0.06459556,,,,,0.29202336,1.0,1.0,5.5074633832489
ENST00000381334.10,1802,ENSG00000134851.13,1802,,,,,,,0.011606562,,,,0.023192752,,,,0.024884533,0.03873794,1.0,1.0,1.94715699207525
ENST00000381334.10,1816,ENSG00000134851.13,1816,,,,,,,,,,,0.06592152,,,,0.08244934,0.26379067,1.0,1.0,5.33374282524209
ENST00000381334.10,1884,ENSG00000134851.13,1884,,,,,,,,,,,0.020591628,,,,,0.0063251616,1.0,1.0,0.921514549505264
ENST00000381334.10,1892,ENSG00000134851.13,1892,,,,,,,,,,,0.03459804,,,,,0.027589535,1.0,1.0,2.39229173097666
ENST00000381334.10,1901,ENSG00000134851.13,1901,,,,,,,,,,,0.0036007166,,,,,0.0015573144,1.0,1.0,1.29750372467524
ENST00000381334.10,1924,ENSG00000134851.13,1924,,,,,,,,,,,,,,,,0.6573239,1.0,1.0,
ENST00000381334.10,856,ENSG00000134851.13,856,,,,,,,,,,,,,,,,0.12284939,1.0,1.0,
ENST00000381334.10,899,ENSG00000134851.13,899,,,,,,,,,,,,,,,,0.0042446256,1.0,1.0,
ENST00000381334.10,962,ENSG00000134851.13,962,,,,,,,,,,,,,,,,0.00966016,1.0,1.0,
ENST00000381334.10,998,ENSG00000134851.13,998,,,,,,,,,,,,,,,,0.02781396,1.0,1.0,
ENST00000381346.9,1623,ENSG00000072042.13,1623,,,,,,,,,,,,,,,,0.062351145,1.0,1.0,
ENST00000381346.9,1804,ENSG00000072042.13,1804,,,,,,,,,,,,,,,,0.25312585,1.0,1.0,
ENST00000381346.9,1819,ENSG00000072042.13,1819,,,,,,,,,,,,,,,,0.024753094,1.0,1.0,
ENST00000381346.9,1838,ENSG00000072042.13,1838,,,,,,,,,,,,,,,,0.019184101,1.0,1.0,
ENST00000381346.9,1878,ENSG00000072042.13,1878,,,,,,,,,,,,,,,,0.01599748,1.0,1.0,
ENST00000381346.9,1914,ENSG00000072042.13,1914,,,,,,,,,,,,,,,,0.6351074,1.0,1.0,
ENST00000381346.9,1929,ENSG00000072042.13,1929,,,,,,,,,,,,,,,,0.00073462725,1.0,1.0,
ENST00000381346.9,1935,ENSG00000072042.13,1935,,,,,,,,,,,0.0039487244,,,,,0.003901589,1.0,1.0,2.96418939746719
ENST00000381346.9,1983,ENSG00000072042.13,1983,,,,,,,,,,,,,,,,0.0080104945,1.0,1.0,
ENST00000381346.9,1987,ENSG00000072042.13,1987,,,,,,,,,,,,,,,,0.015472567,1.0,1.0,
ENST00000381346.9,1991,ENSG00000072042.13,1991,,,,,,,,,,,,,,,,0.016545892,1.0,1.0,
ENST00000381346.9,2000,ENSG00000072042.13,2000,,,,,,,,,,,,,,,,0.005464864,1.0,1.0,
ENST00000381346.9,2032,ENSG00000072042.13,2032,,,,,,,,,,,0.8400353,,,,,0.503988,1.0,1.0,1.79988150497961
ENST00000381346.9,2094,ENSG00000072042.13,2094,,,,,,,0.0012041569,,,,,,,,,0.017997384,1.0,1.0,44.8381369570693
ENST00000381346.9,2139,ENSG00000072042.13,2139,,,,,,,0.2174131,,,,0.46213388,,,,,0.23283172,1.0,1.0,1.02788354677111
ENST00000381346.9,2245,ENSG00000072042.13,2245,,,,,,,0.070793055,,,,0.0053163767,,,,,0.024709309,1.0,1.0,0.973965057211168
ENST00000381346.9,2259,ENSG00000072042.13,2259,,,,,,,0.10882469,,,,0.033964574,,,,,0.018217325,1.0,1.0,0.382745687378849
ENST00000381346.9,2285,ENSG00000072042.13,2285,,,,,,,0.33546484,,,,,,,,,0.21018343,1.0,1.0,1.87963152859775
ENST00000381346.9,2340,ENSG00000072042.13,2340,,,,,,,0.11286323,,,,0.09955363,,,,,0.0717302,1.0,1.0,1.01305800302292
ENST00000381346.9,2445,ENSG00000072042.13,2445,,,,,,,0.8864382,,,,0.9003064,,,,,0.8690132,1.0,1.0,1.45910031013945
ENST00000381346.9,2455,ENSG00000072042.13,2455,,,,,,,0.035291564,,,,,,,,,0.09420613,1.0,1.0,8.00810046276215
ENST00000381410.5,3566,ENSG00000178996.14,3566,,,,,,,,,,,,,,,0.046570383,0.06426016,1.0,1.0,4.13955109624071
ENST00000381410.5,3670,ENSG00000178996.14,3670,,,,,,,,,,,0.67893314,,,,0.36416125,0.4442585,1.0,1.0,1.27771322785083
ENST00000381410.5,3785,ENSG00000178996.14,3785,,,,,,,0.0040986775,,,,0.016730368,,,,0.0017773152,0.0057439567,1.0,1.0,0.76225759327993
ENST00000381410.5,3794,ENSG00000178996.14,3794,,,,,,,0.36544275,,,,0.34068856,,,,0.2596518,0.35641876,1.0,1.0,1.10713913810317
ENST00000381410.5,3831,ENSG00000178996.14,3831,,,,,,,0.75235283,,,,0.40815297,,,,0.71519804,0.40822768,1.0,1.0,0.652919194322276
ENST00000381410.5,3837,ENSG00000178996.14,3837,,,,,,,0.00097558496,,,,0.0029790164,,,,,0.002471316,1.0,1.0,1.87476494470228
ENST00000381410.5,3858,ENSG00000178996.14,3858,,,,,,,0.034024715,,,,0.01372807,,,,0.10689151,0.18695886,1.0,1.0,3.62688180640611
ENST00000381410.5,3888,ENSG00000178996.14,3888,,,,,,,0.0022468448,,,,0.0025289417,,,,0.007840121,0.003854823,1.0,1.0,0.916657719628968
ENST00000381410.5,3893,ENSG00000178996.14,3893,,,,,,,,,,,0.0040727495,,,,,0.0057886243,1.0,1.0,4.26391873597922
ENST00000381410.5,3942,ENSG00000178996.14,3942,,,,,,,0.13921618,,,,0.04792105,,,,0.12155865,0.14778794,1.0,1.0,1.43624793437476
ENST00000381410.5,3973,ENSG00000178996.14,3973,,,,,,,0.013801968,,,,0.024104834,,,,,0.13365607,1.0,1.0,10.5777377368842
ENST00000381410.5,4077,ENSG00000178996.14,4077,,,,,,,0.2015374,,,,0.15683705,,,,0.32275864,0.098791406,1.0,1.0,0.435119394948203
ENST00000381410.5,4143,ENSG00000178996.14,4143,,,,,,,0.33637396,,,,0.087865666,,,,0.038267948,0.02424227,1.0,1.0,0.157244581685488
ENST00000381410.5,4163,ENSG00000178996.14,4163,,,,,,,0.13325597,,,,0.015585589,,,,0.015029823,0.062478423,1.0,1.0,1.1437950099182
ENST00000381410.5,4254,ENSG00000178996.14,4254,,,,,,,0.0063746693,,,,0.0037932873,,0.004466629,,0.0072173714,0.0051861047,1.0,1.0,0.711987219268278
ENST00000381410.5,4262,ENSG00000178996.14,4262,,,,,,,0.0150987385,,,,0.009270966,,0.011359239,,0.01697458,0.014112806,1.0,1.0,0.803331830366142
ENST00000381410.5,4315,ENSG00000178996.14,4315,,,,,,,0.73466307,,,,0.29924163,,0.21870355,,0.023566341,0.31781307,1.0,1.0,0.747107187938049
ENST00000381410.5,4383,ENSG00000178996.14,4383,,,,0.0036656857,,,0.0068802238,,,,0.004314399,,0.010934019,,0.004261458,0.010038507,1.0,1.0,1.55787884136762
ENST00000381410.5,4400,ENSG00000178996.14,4400,,,,0.005752325,,,0.07813646,,,,0.029353607,,0.0059981467,,0.05003531,0.031991698,1.0,1.0,0.692451253727478
ENST00000381410.5,4416,ENSG00000178996.14,4416,,,,0.012672126,,,0.007212746,,,,0.008691227,,0.010280359,,0.009960401,0.033216406,1.0,1.0,3.80873185589723
ENST00000381410.5,4487,ENSG00000178996.14,4487,,,,,,,0.16919342,,,,0.01669532,,,,,0.021369064,1.0,1.0,0.344868613343659
ENST00000381480.7,1157,ENSG00000205744.10,1157,,,,,,,,,,,,,,,,0.20122418,1.0,1.0,
ENST00000381480.7,1246,ENSG00000205744.10,1246,,,,,,,,,,,,,,,,0.024830008,1.0,1.0,
ENST00000381480.7,1421,ENSG00000205744.10,1421,,,,,,,,,,,,,,,,0.62793046,1.0,1.0,
ENST00000381480.7,1440,ENSG00000205744.10,1440,,,,,,,,,,,,,,,,0.48589754,1.0,1.0,
ENST00000381480.7,1506,ENSG00000205744.10,1506,,,,,,,,,,,,,,,,0.44933423,1.0,1.0,
ENST00000381480.7,1563,ENSG00000205744.10,1563,,,,,,,,,,,,,,,,0.2321229,1.0,1.0,
ENST00000381480.7,1608,ENSG00000205744.10,1608,,,,,,,,,,,,,,,,0.18307619,1.0,1.0,
ENST00000381480.7,1652,ENSG00000205744.10,1652,,,,,,,,,,,,,,,,0.2015213,1.0,1.0,
ENST00000381480.7,1676,ENSG00000205744.10,1676,,,,,,,,,,,,,,,,0.5095972,1.0,1.0,
ENST00000381480.7,1731,ENSG00000205744.10,1731,,,,,,,,,,,,,,,,0.22201824,1.0,1.0,
ENST00000381480.7,1759,ENSG00000205744.10,1759,,,,,,,,,,,,,,,,0.5024719,1.0,1.0,
ENST00000381480.7,1785,ENSG00000205744.10,1785,,,,,,,,,,,,,,,,0.54016864,1.0,1.0,
ENST00000381480.7,1825,ENSG00000205744.10,1825,,,,,,,,,,,,,,,,0.032541443,1.0,1.0,
ENST00000381480.7,1842,ENSG00000205744.10,1842,,,,,,,,,,,,,,,,0.36258045,1.0,1.0,
ENST00000381480.7,1860,ENSG00000205744.10,1860,,,,,,,,,,,,,,,,0.24688037,1.0,1.0,
ENST00000381480.7,1866,ENSG00000205744.10,1866,,,,,,,,,,,,,,,,0.4015271,1.0,1.0,
ENST00000381480.7,1918,ENSG00000205744.10,1918,,,,,,,,,,,,,,,,0.017420257,1.0,1.0,
ENST00000381480.7,2001,ENSG00000205744.10,2001,,,,,,,,,,,,,,,,0.8796526,1.0,1.0,
ENST00000381480.7,204,ENSG00000205744.10,204,,,,,,,,,,,,,,,,0.032286774,1.0,1.0,
ENST00000381480.7,2079,ENSG00000205744.10,2079,,,,,,,,,,,,,,,,0.040153336,1.0,1.0,
ENST00000381480.7,2097,ENSG00000205744.10,2097,,,,,,,,,,,,,,,,0.56247985,1.0,1.0,
ENST00000381480.7,2104,ENSG00000205744.10,2104,,,,,,,,,,,,,,,,0.003087127,1.0,1.0,
ENST00000381480.7,213,ENSG00000205744.10,213,,,,,,,,,,,,,,,,0.23503692,1.0,1.0,
ENST00000381480.7,2184,ENSG00000205744.10,2184,,,,,,,,,,,,,,,,0.013872838,1.0,1.0,
ENST00000381480.7,2310,ENSG00000205744.10,2310,,,,,,,,,,,,,,,,0.08092974,1.0,1.0,
ENST00000381480.7,2328,ENSG00000205744.10,2328,,,,,,,,,,,,,,,,0.75355464,1.0,1.0,
ENST00000381480.7,2392,ENSG00000205744.10,2392,,,,,,,,,,,,,,,,0.32731557,1.0,1.0,
ENST00000381480.7,2518,ENSG00000205744.10,2518,,,,,,,,,,,,,,,,0.1532099,1.0,1.0,
ENST00000381480.7,426,ENSG00000205744.10,426,,,,,,,,,,,,,,,,0.5257301,1.0,1.0,
ENST00000381480.7,438,ENSG00000205744.10,438,,,,,,,,,,,,,,,,0.6998471,1.0,1.0,
ENST00000381480.7,453,ENSG00000205744.10,453,,,,,,,,,,,,,,,,0.25854775,1.0,1.0,
ENST00000381480.7,475,ENSG00000205744.10,475,,,,,,,,,,,,,,,,0.54484475,1.0,1.0,
ENST00000381480.7,627,ENSG00000205744.10,627,,,,,,,,,,,,,,,,0.63460505,1.0,1.0,
ENST00000381480.7,657,ENSG00000205744.10,657,,,,,,,,,,,,,,,,0.35553503,1.0,1.0,
ENST00000381480.7,663,ENSG00000205744.10,663,,,,,,,,,,,,,,,,0.320093,1.0,1.0,
ENST00000381480.7,689,ENSG00000205744.10,689,,,,,,,,,,,,,,,,0.45297617,1.0,1.0,
ENST00000381480.7,699,ENSG00000205744.10,699,,,,,,,,,,,,,,,,0.3359201,1.0,1.0,
ENST00000381480.7,760,ENSG00000205744.10,760,,,,,,,,,,,,,,,,0.22449465,1.0,1.0,
ENST00000381480.7,773,ENSG00000205744.10,773,,,,,,,,,,,,,,,,0.27728218,1.0,1.0,
ENST00000381480.7,861,ENSG00000205744.10,861,,,,,,,,,,,,,,,,0.33150405,1.0,1.0,
ENST00000381480.7,89,ENSG00000205744.10,89,,,,,,,,,,,,,,,,0.16172586,1.0,1.0,
ENST00000381482.8,6284,ENSG00000125834.13,6284,,,,,,,0.14111017,,,,,,,,,,1.0,1.0,0.0
ENST00000381482.8,6387,ENSG00000125834.13,6387,,,,,,,0.31486303,,,,,,,,,0.5047593,1.0,1.0,4.80932264419865
ENST00000381571.6,1063,ENSG00000169019.11,1063,,,,,,,,,,,0.20930585,,,,,0.20608644,1.0,1.0,2.9538559003487
ENST00000381571.6,1131,ENSG00000169019.11,1131,,,,,,,,,,,,,,,,0.18863167,1.0,1.0,
ENST00000381571.6,1152,ENSG00000169019.11,1152,,,,,,,,,,,0.007142365,,,,,0.0024125935,1.0,1.0,1.01335909044133
ENST00000381571.6,1158,ENSG00000169019.11,1158,,,,,,,,,,,,,,,,0.043494664,1.0,1.0,
ENST00000381571.6,1171,ENSG00000169019.11,1171,,,,,,,,,,,,,,,,0.08618053,1.0,1.0,
ENST00000381571.6,1181,ENSG00000169019.11,1181,,,,,,,,,,,,,,,,0.52169406,1.0,1.0,
ENST00000381571.6,1208,ENSG00000169019.11,1208,,,,,,,,,,,0.011013841,,,,,0.0085607525,1.0,1.0,2.33181662055953
ENST00000381571.6,1240,ENSG00000169019.11,1240,,,,,,,,,,,0.07915012,,,,,0.015075183,1.0,1.0,0.571389519055688
ENST00000381571.6,1272,ENSG00000169019.11,1272,,,,,,,,,,,,,,,,0.014936388,1.0,1.0,
ENST00000381571.6,1333,ENSG00000169019.11,1333,,,,,,,,,,,,,,,,0.17876998,1.0,1.0,
ENST00000381571.6,1362,ENSG00000169019.11,1362,,,,,,,,,,,,,,,,0.17677537,1.0,1.0,
ENST00000381571.6,256,ENSG00000169019.11,256,,,,,,,,,,,,,,,,0.3117216,1.0,1.0,
ENST00000381571.6,315,ENSG00000169019.11,315,,,,,,,,,,,,,,,,0.041535307,1.0,1.0,
ENST00000381571.6,356,ENSG00000169019.11,356,,,,,,,,,,,,,,,,0.016704833,1.0,1.0,
ENST00000381571.6,442,ENSG00000169019.11,442,,,,,,,,,,,,,,,,0.068830594,1.0,1.0,
ENST00000381571.6,512,ENSG00000169019.11,512,,,,,,,,,,,,,,,,0.007748616,1.0,1.0,
ENST00000381571.6,602,ENSG00000169019.11,602,,,,,,,,,,,,,,,,0.3513929,1.0,1.0,
ENST00000381571.6,681,ENSG00000169019.11,681,,,,,,,,,,,,,,,,0.018506706,1.0,1.0,
ENST00000381571.6,697,ENSG00000169019.11,697,,,,,,,,,,,,,,,,0.49507922,1.0,1.0,
ENST00000381571.6,766,ENSG00000169019.11,766,,,,,,,,,,,,,,,,0.010261988,1.0,1.0,
ENST00000381605.9,1017,ENSG00000101307.16,1017,,,,,,,,,,,0.17714924,,,,0.4768375,0.34019992,1.0,1.0,1.56058173289568
ENST00000381605.9,1249,ENSG00000101307.16,1249,,,,,,,,,,,0.0076195598,,,,0.006116581,0.004848075,1.0,1.0,1.05882905626593
ENST00000381605.9,1261,ENSG00000101307.16,1261,,,,,,,,,,,0.752385,,,,0.68492395,0.6943161,1.0,1.0,1.44920011804003
ENST00000381605.9,1265,ENSG00000101307.16,1265,,,,,,,,,,,0.12213721,,,,0.08760277,0.14824572,1.0,1.0,2.12042148568908
ENST00000381605.9,1330,ENSG00000101307.16,1330,,,,,,,,,,,0.3467905,,,,0.27913418,0.57041043,1.0,1.0,2.73392525439322
ENST00000381605.9,133,ENSG00000101307.16,133,,,,,,,,,,,0.06661882,,,,0.10690826,0.12864223,1.0,1.0,2.22401419997385
ENST00000381605.9,1410,ENSG00000101307.16,1410,,,,,,,,,,,0.2524764,,,,0.3452398,0.22194973,1.0,1.0,1.11398886294197
ENST00000381605.9,1483,ENSG00000101307.16,1483,,,,,,,,,,,0.605763,,,,0.81440717,0.87699234,1.0,1.0,1.85257870893035
ENST00000381605.9,1512,ENSG00000101307.16,1512,,,,,,,,,,,0.055425297,,,,0.026797676,0.24084978,1.0,1.0,8.78768200220636
ENST00000381605.9,1527,ENSG00000101307.16,1527,,,,,,,,,,,0.045470525,,,,0.06694754,0.0955292,1.0,1.0,2.54930201831885
ENST00000381605.9,1537,ENSG00000101307.16,1537,,,,,,,,,,,0.84719914,,,,0.88640726,0.7580799,1.0,1.0,1.31185469781376
ENST00000381605.9,1561,ENSG00000101307.16,1561,,,,,,,,,,,0.98628634,,,,0.9788786,0.97721624,1.0,1.0,1.49180797007298
ENST00000381605.9,1572,ENSG00000101307.16,1572,,,,,,,,,,,0.017784465,,,,0.004382229,0.004134691,1.0,1.0,0.55958155059117
ENST00000381605.9,1579,ENSG00000101307.16,1579,,,,,,,,,,,0.7033938,,,,0.8616241,0.85977143,1.0,1.0,1.64810529643143
ENST00000381605.9,1682,ENSG00000101307.16,1682,,,,,,,,,,,0.66655165,,,,0.4704856,0.4332397,1.0,1.0,1.14307521587353
ENST00000381605.9,1749,ENSG00000101307.16,1749,,,,,,,,,,,0.007046008,,,,0.0047503947,0.032957397,1.0,1.0,8.38155440386924
ENST00000381605.9,1792,ENSG00000101307.16,1792,,,,,,,,,,,0.82138807,,,,,0.77412975,1.0,1.0,2.82739588608828
ENST00000381605.9,1883,ENSG00000101307.16,1883,,,,,,,,,,,0.6508058,,,,0.64013803,0.6775633,1.0,1.0,1.57457656387729
ENST00000381605.9,1958,ENSG00000101307.16,1958,,,,,,,,,,,0.0008966327,,,,0.011307669,0.0032788038,1.0,1.0,0.805979042619046
ENST00000381605.9,1965,ENSG00000101307.16,1965,,,,,,,,,,,0.9672847,,,,0.9576268,0.9724067,1.0,1.0,1.51550868702275
ENST00000381605.9,1983,ENSG00000101307.16,1983,,,,,,,,,,,0.012791705,,,,0.018808996,0.0056103943,1.0,1.0,0.532620554841489
ENST00000381605.9,2028,ENSG00000101307.16,2028,,,,,,,,,,,0.17385241,,,,0.36986393,0.40474606,1.0,1.0,2.23321995436076
ENST00000381605.9,2040,ENSG00000101307.16,2040,,,,,,,,,,,0.29976743,,,,0.29799205,0.42890748,1.0,1.0,2.15257554760988
ENST00000381605.9,2066,ENSG00000101307.16,2066,,,,,,,,,,,0.005931878,,,,0.0071309567,0.013240266,1.0,1.0,3.0407487281455
ENST00000381605.9,2096,ENSG00000101307.16,2096,,,,,,,,,,,0.0019752025,,,,0.002092254,0.0030525685,1.0,1.0,2.25145751405085
ENST00000381605.9,2137,ENSG00000101307.16,2137,,,,,,,,,,,0.007516384,,,,0.012561214,0.04307884,1.0,1.0,6.43685165924728
ENST00000381605.9,2218,ENSG00000101307.16,2218,,,,,,,,,,,0.0760712,,,,0.20593262,0.37741715,1.0,1.0,4.0150216759475
ENST00000381605.9,2375,ENSG00000101307.16,2375,,,,,,,,,,,0.013139379,,,,0.032561433,0.021239877,1.0,1.0,1.39427787409991
ENST00000381605.9,2527,ENSG00000101307.16,2527,,,,,,,,,,,0.19556901,,,,0.6311091,0.23536858,1.0,1.0,0.854148345599715
ENST00000381605.9,2542,ENSG00000101307.16,2542,,,,,,,,,,,0.0029796958,,,,0.006178641,0.009029364,1.0,1.0,2.95775232900366
ENST00000381605.9,2577,ENSG00000101307.16,2577,,,,,,,,,,,0.004765439,,,,0.005586815,0.006839144,1.0,1.0,1.9819289596256
ENST00000381605.9,2594,ENSG00000101307.16,2594,,,,,,,,,,,0.0796199,,,,0.15929067,0.14768939,1.0,1.0,1.85453565323627
ENST00000381605.9,2625,ENSG00000101307.16,2625,,,,,,,,,,,0.18829605,,,,0.008662117,0.016537357,1.0,1.0,0.251891413063363
ENST00000381605.9,2656,ENSG00000101307.16,2656,,,,,,,,,,,0.37093097,,,,0.26096782,0.41304007,1.0,1.0,1.96094727448362
